,label,lcs_results
298,0,58
299,0,69
300,0,64
301,0,59
302,0,66
303,0,61
304,0,67
305,0,57
306,0,60
307,0,57
308,0,57
309,0,66
310,0,64
311,0,62
312,0,63
313,0,61
314,0,59
315,0,65
316,0,62
317,0,61
318,0,69
319,0,57
320,0,61
321,0,60
322,0,59
323,0,60
324,0,61
325,0,59
326,0,58
327,0,67
328,0,57
329,0,60
330,0,57
331,0,57
332,0,66
333,0,64
334,0,62
335,0,63
336,0,66
337,0,61
338,0,59
339,0,65
340,0,62
341,0,61
342,0,69
343,0,57
344,0,61
345,0,60
346,0,59
347,0,61
348,0,59
349,0,69
350,0,64
351,0,60
352,0,65
353,0,69
354,0,69
355,0,71
356,0,65
357,0,65
358,0,59
359,0,66
360,0,58
361,0,69
362,0,64
363,0,59
364,0,63
365,0,66
366,0,61
367,0,68
368,0,62
369,0,60
370,0,66
371,0,60
372,0,71
373,0,69
374,0,70
375,0,74
376,0,67
377,0,63
378,0,62
379,0,66
380,0,65
381,0,59
382,0,66
383,0,58
384,0,70
385,0,63
386,0,57
387,0,67
388,0,60
389,0,71
390,0,59
391,0,61
392,0,57
393,0,57
394,0,72
395,0,65
396,0,64
397,0,63
398,0,64
399,0,58
400,0,67
401,0,64
402,0,60
403,0,72
404,0,56
405,0,66
406,0,63
407,0,63
408,0,62
409,0,62
410,0,58
411,0,61
412,0,64
413,0,66
414,0,60
415,0,60
416,0,67
417,0,68
418,0,68
419,0,62
420,0,52
421,0,57
422,0,57
423,0,62
424,0,66
425,0,64
426,0,63
427,0,61
428,0,59
429,0,62
430,0,65
431,0,69
432,0,57
433,0,58
434,0,70
435,0,58
436,0,61
437,0,56
438,0,58
439,0,72
440,0,65
441,0,64
442,0,63
443,0,64
444,0,58
445,0,68
446,0,64
447,0,60
448,0,71
449,0,57
450,0,67
451,0,65
452,0,59
453,0,63
454,0,63
455,0,61
456,0,57
457,0,70
458,0,63
459,0,60
460,0,57
461,0,60
462,0,75
463,0,64
464,0,66
465,0,70
466,0,68
467,0,58
468,0,62
469,0,67
470,0,66
471,0,61
472,0,72
473,0,56
474,0,67
475,0,63
476,0,61
477,0,64
478,0,60
479,0,54
480,0,69
481,0,58
482,0,60
483,0,58
484,0,58
485,0,65
486,0,65
487,0,62
488,0,63
489,0,66
490,0,58
491,0,68
492,0,63
493,0,61
494,0,69
495,0,57
496,0,62
497,0,62
498,0,58
499,0,64
500,0,61
501,0,62
502,0,53
503,0,62
504,0,62
505,0,68
506,0,67
507,0,67
508,0,58
509,0,71
510,0,59
511,0,61
512,0,57
513,0,57
514,0,72
515,0,65
516,0,64
517,0,63
518,0,64
519,0,58
520,0,67
521,0,64
522,0,60
523,0,72
524,0,56
525,0,66
526,0,63
527,0,63
528,0,64
529,0,62
530,0,62
531,0,68
532,0,62
533,0,60
534,0,66
535,0,60
536,0,71
537,0,69
538,0,70
539,0,74
540,0,63
541,0,62
542,0,66
543,0,65
544,0,59
545,0,66
546,0,58
547,0,70
548,0,71
549,0,63
550,0,57
551,0,67
552,0,60
553,0,54
554,0,69
555,0,58
556,0,60
557,0,58
558,0,58
559,0,65
560,0,65
561,0,62
562,0,63
563,0,66
564,0,58
565,0,63
566,0,61
567,0,69
568,0,57
569,0,62
570,0,62
571,0,58
572,0,61
573,0,62
574,0,57
575,0,67
576,0,57
577,0,60
578,0,57
579,0,58
580,0,66
581,0,65
582,0,62
583,0,63
584,0,61
585,0,59
586,0,66
587,0,62
588,0,61
589,0,70
590,0,56
591,0,62
592,0,60
593,0,59
594,0,60
595,0,61
596,0,60
597,0,60
598,0,57
599,0,57
600,0,64
601,0,62
602,0,61
603,0,62
604,0,66
605,0,54
606,0,69
607,0,58
608,0,60
609,0,58
610,0,65
611,0,65
612,0,62
613,0,63
614,0,66
615,0,58
616,0,63
617,0,61
618,0,69
619,0,57
620,0,62
621,0,62
622,0,58
623,0,61
624,0,62
625,0,65
626,0,64
627,0,56
628,0,62
629,0,59
630,0,62
631,0,64
632,0,67
633,0,58
634,0,61
635,0,60
636,0,58
637,0,66
638,0,63
639,0,63
640,0,64
641,0,65
642,0,65
643,0,61
644,0,65
645,0,63
646,0,61
647,0,66
648,0,60
649,0,62
650,0,59
651,0,60
652,0,64
653,0,60
654,0,61
655,0,67
656,0,60
657,0,58
658,0,63
659,0,64
660,0,65
661,0,65
662,0,65
663,0,58
664,0,66
665,0,60
666,0,62
667,0,59
668,0,60
669,0,70
670,0,62
671,0,60
672,0,61
673,0,60
674,0,73
675,0,67
676,0,68
677,0,68
678,0,66
679,0,65
680,0,63
681,0,68
682,0,65
683,0,58
684,0,73
685,0,57
686,0,66
687,0,64
688,0,63
689,0,64
690,0,65
691,0,63
692,0,71
693,0,59
694,0,61
695,0,72
696,0,64
697,0,63
698,0,58
699,0,64
700,0,60
701,0,72
702,0,56
703,0,66
704,0,63
705,0,63
706,0,64
707,0,62
708,0,62
709,0,67
710,0,57
711,0,60
712,0,57
713,0,57
714,0,66
715,0,64
716,0,62
717,0,63
718,0,61
719,0,59
720,0,62
721,0,61
722,0,69
723,0,57
724,0,61
725,0,60
726,0,59
727,0,61
728,0,59
729,0,67
730,0,62
731,0,59
732,0,58
733,0,66
734,0,64
735,0,66
736,0,70
737,0,58
738,0,62
739,0,62
740,0,62
741,0,70
742,0,57
743,0,63
744,0,60
745,0,61
746,0,60
747,0,64
748,0,60
749,0,54
750,0,58
751,0,58
752,0,58
753,0,65
754,0,65
755,0,63
756,0,66
757,0,58
758,0,68
759,0,63
760,0,62
761,0,58
762,0,67
763,0,57
764,0,60
765,0,52
766,0,57
767,0,57
768,0,66
769,0,64
770,0,62
771,0,63
772,0,66
773,0,61
774,0,59
775,0,65
776,0,62
777,0,61
778,0,69
779,0,57
780,0,61
781,0,64
782,0,60
783,0,59
784,0,61
785,0,59
786,0,61
787,0,67
788,0,58
789,0,51
790,0,60
791,0,58
792,0,66
793,0,63
794,0,64
795,0,65
796,0,65
797,0,61
798,0,65
799,0,63
800,0,66
801,0,60
802,0,62
803,0,59
804,0,60
805,0,64
806,0,60
807,0,60
808,0,70
809,0,58
810,0,61
811,0,56
812,0,57
813,0,57
814,0,75
815,0,64
816,0,63
817,0,68
818,0,61
819,0,59
820,0,66
821,0,64
822,0,72
823,0,56
824,0,68
825,0,64
826,0,60
827,0,62
828,0,61
829,0,55
830,0,60
831,0,56
832,0,63
833,0,63
834,0,66
835,0,58
836,0,71
837,0,71
838,0,62
839,0,60
840,0,60
841,0,60
842,0,73
843,0,67
844,0,68
845,0,68
846,0,65
847,0,63
848,0,67
849,0,58
850,0,73
851,0,56
852,0,66
853,0,62
854,0,64
855,0,64
856,0,65
857,0,63
858,0,65
859,0,62
860,0,64
861,0,57
862,0,57
863,0,57
864,0,60
865,0,64
866,0,67
867,0,72
868,0,56
869,0,66
870,0,63
871,0,70
872,0,58
873,0,61
874,0,56
875,0,72
876,0,64
877,0,63
878,0,58
879,0,64
880,0,60
881,0,71
882,0,57
883,0,67
884,0,65
885,0,59
886,0,66
887,0,63
888,0,63
889,0,67
890,0,57
891,0,60
892,0,57
893,0,66
894,0,64
895,0,62
896,0,63
897,0,61
898,0,59
899,0,65
900,0,62
901,0,61
902,0,69
903,0,57
904,0,61
905,0,60
906,0,59
907,0,60
908,0,61
909,0,59
910,0,70
911,0,64
912,0,60
913,0,65
914,0,75
915,0,68
916,0,70
917,0,71
918,0,63
919,0,67
920,0,66
921,0,68
922,0,64
923,0,58
924,0,72
925,0,54
926,0,69
927,0,67
928,0,65
929,0,62
930,0,68
931,0,62
932,0,61
933,0,67
934,0,58
935,0,61
936,0,60
937,0,58
938,0,66
939,0,63
940,0,63
941,0,64
942,0,65
943,0,61
944,0,65
945,0,63
946,0,61
947,0,66
948,0,60
949,0,62
950,0,59
951,0,60
952,0,64
953,0,60
954,0,60
955,0,70
956,0,58
957,0,61
958,0,57
959,0,57
960,0,75
961,0,64
962,0,64
963,0,63
964,0,68
965,0,61
966,0,59
967,0,66
968,0,64
969,0,60
970,0,72
971,0,56
972,0,68
973,0,64
974,0,60
975,0,62
976,0,61
977,0,60
978,0,71
979,0,62
980,0,60
981,0,60
982,0,60
983,0,73
984,0,67
985,0,68
986,0,68
987,0,65
988,0,63
989,0,67
990,0,67
991,0,58
992,0,73
993,0,56
994,0,66
995,0,62
996,0,64
997,0,64
998,0,65
999,0,63
1000,0,64
1001,0,69
1002,0,64
1003,0,60
1004,0,65
1005,0,60
1006,0,69
1007,0,69
1008,0,69
1009,0,71
1010,0,69
1011,0,65
1012,0,68
1013,0,65
1014,0,59
1015,0,66
1016,0,58
1017,0,69
1018,0,70
1019,0,64
1020,0,59
1021,0,66
1022,0,61
1023,0,54
1024,0,69
1025,0,58
1026,0,60
1027,0,58
1028,0,58
1029,0,65
1030,0,65
1031,0,62
1032,0,63
1033,0,66
1034,0,58
1035,0,68
1036,0,63
1037,0,61
1038,0,69
1039,0,57
1040,0,62
1041,0,62
1042,0,58
1043,0,64
1044,0,61
1045,0,62
1046,0,67
1047,0,57
1048,0,60
1049,0,57
1050,0,66
1051,0,65
1052,0,62
1053,0,63
1054,0,61
1055,0,59
1056,0,62
1057,0,61
1058,0,70
1059,0,56
1060,0,62
1061,0,60
1062,0,59
1063,0,60
1064,0,61
1065,0,60
1066,0,58
1067,0,70
1068,0,58
1069,0,61
1070,0,56
1071,0,72
1072,0,65
1073,0,64
1074,0,63
1075,0,64
1076,0,58
1077,0,64
1078,0,60
1079,0,71
1080,0,57
1081,0,67
1082,0,65
1083,0,59
1084,0,66
1085,0,63
1086,0,63
1087,0,57
1088,0,67
1089,0,57
1090,0,60
1091,0,57
1092,0,58
1093,0,66
1094,0,65
1095,0,62
1096,0,63
1097,0,61
1098,0,59
1099,0,66
1100,0,62
1101,0,61
1102,0,70
1103,0,56
1104,0,62
1105,0,60
1106,0,59
1107,0,61
1108,0,60
1109,0,58
1110,0,70
1111,0,58
1112,0,61
1113,0,53
1114,0,56
1115,0,58
1116,0,72
1117,0,65
1118,0,64
1119,0,63
1120,0,65
1121,0,64
1122,0,58
1123,0,68
1124,0,64
1125,0,60
1126,0,71
1127,0,57
1128,0,67
1129,0,65
1130,0,59
1131,0,63
1132,0,63
1133,0,69
1134,0,58
1135,0,60
1136,0,58
1137,0,65
1138,0,62
1139,0,63
1140,0,66
1141,0,58
1142,0,63
1143,0,61
1144,0,69
1145,0,57
1146,0,62
1147,0,62
1148,0,58
1149,0,64
1150,0,61
1151,0,62
1152,0,67
1153,0,58
1154,0,61
1155,0,60
1156,0,58
1157,0,66
1158,0,63
1159,0,63
1160,0,64
1161,0,65
1162,0,61
1163,0,63
1164,0,61
1165,0,66
1166,0,60
1167,0,62
1168,0,59
1169,0,60
1170,0,60
1171,0,64
1172,0,60
1173,0,67
1174,0,58
1175,0,61
1176,0,60
1177,0,66
1178,0,63
1179,0,63
1180,0,64
1181,0,65
1182,0,61
1183,0,65
1184,0,63
1185,0,61
1186,0,66
1187,0,60
1188,0,62
1189,0,59
1190,0,60
1191,0,60
1192,0,64
1193,0,60
1194,0,58
1195,0,53
1196,0,58
1197,0,67
1198,0,57
1199,0,60
1200,0,57
1201,0,57
1202,0,66
1203,0,64
1204,0,62
1205,0,63
1206,0,66
1207,0,61
1208,0,59
1209,0,65
1210,0,62
1211,0,61
1212,0,69
1213,0,57
1214,0,61
1215,0,60
1216,0,59
1217,0,61
1218,0,59
1219,0,59
1220,0,71
1221,0,65
1222,0,60
1223,0,60
1224,0,60
1225,0,73
1226,0,67
1227,0,69
1228,0,71
1229,0,65
1230,0,67
1231,0,65
1232,0,68
1233,0,65
1234,0,59
1235,0,73
1236,0,55
1237,0,65
1238,0,67
1239,0,64
1240,0,65
1241,0,66
1242,0,61
1243,0,69
1244,0,58
1245,0,60
1246,0,58
1247,0,58
1248,0,65
1249,0,65
1250,0,62
1251,0,63
1252,0,66
1253,0,58
1254,0,68
1255,0,63
1256,0,61
1257,0,69
1258,0,57
1259,0,62
1260,0,62
1261,0,58
1262,0,61
1263,0,62
1264,0,58
1265,0,67
1266,0,60
1267,0,57
1268,0,57
1269,0,66
1270,0,64
1271,0,62
1272,0,63
1273,0,66
1274,0,61
1275,0,59
1276,0,65
1277,0,62
1278,0,61
1279,0,69
1280,0,57
1281,0,61
1282,0,60
1283,0,59
1284,0,58
1285,0,57
1286,0,66
1287,0,60
1288,0,58
1289,0,61
1290,0,57
1291,0,57
1292,0,75
1293,0,64
1294,0,63
1295,0,61
1296,0,59
1297,0,62
1298,0,66
1299,0,72
1300,0,56
1301,0,68
1302,0,65
1303,0,64
1304,0,60
1305,0,62
1306,0,65
1307,0,68
1308,0,62
1309,0,60
1310,0,55
1311,0,66
1312,0,60
1313,0,71
1314,0,69
1315,0,70
1316,0,74
1317,0,67
1318,0,63
1319,0,62
1320,0,66
1321,0,65
1322,0,59
1323,0,66
1324,0,58
1325,0,70
1326,0,63
1327,0,57
1328,0,67
1329,0,60
1330,0,70
1331,0,58
1332,0,61
1333,0,57
1334,0,57
1335,0,75
1336,0,64
1337,0,63
1338,0,59
1339,0,64
1340,0,60
1341,0,72
1342,0,56
1343,0,68
1344,0,64
1345,0,60
1346,0,64
1347,0,62
1348,0,61
1349,0,54
1350,0,58
1351,0,62
1352,0,66
1353,0,58
1354,0,70
1355,0,58
1356,0,61
1357,0,56
1358,0,58
1359,0,72
1360,0,65
1361,0,64
1362,0,63
1363,0,64
1364,0,58
1365,0,64
1366,0,60
1367,0,71
1368,0,57
1369,0,67
1370,0,65
1371,0,59
1372,0,66
1373,0,63
1374,0,63
1375,0,57
1376,0,56
1377,0,65
1378,0,61
1379,0,62
1380,0,64
1381,0,70
1382,0,58
1383,0,61
1384,0,57
1385,0,57
1386,0,75
1387,0,64
1388,0,64
1389,0,63
1390,0,68
1391,0,61
1392,0,59
1393,0,64
1394,0,60
1395,0,72
1396,0,56
1397,0,68
1398,0,64
1399,0,60
1400,0,64
1401,0,62
1402,0,61
1403,0,65
1404,0,68
1405,0,62
1406,0,60
1407,0,55
1408,0,66
1409,0,60
1410,0,71
1411,0,69
1412,0,74
1413,0,63
1414,0,62
1415,0,66
1416,0,65
1417,0,66
1418,0,58
1419,0,70
1420,0,63
1421,0,57
1422,0,67
1423,0,60
1424,0,58
1425,0,70
1426,0,58
1427,0,61
1428,0,56
1429,0,58
1430,0,72
1431,0,65
1432,0,64
1433,0,63
1434,0,65
1435,0,64
1436,0,58
1437,0,64
1438,0,60
1439,0,71
1440,0,57
1441,0,67
1442,0,65
1443,0,59
1444,0,63
1445,0,63
1446,0,63
1447,0,69
1448,0,61
1449,0,60
1450,0,65
1451,0,61
1452,0,68
1453,0,69
1454,0,68
1455,0,68
1456,0,67
1457,0,63
1458,0,67
1459,0,65
1460,0,58
1461,0,66
1462,0,61
1463,0,69
1464,0,70
1465,0,62
1466,0,59
1467,0,65
1468,0,63
1469,0,64
1470,0,58
1471,0,71
1472,0,59
1473,0,61
1474,0,56
1475,0,57
1476,0,57
1477,0,72
1478,0,65
1479,0,64
1480,0,64
1481,0,67
1482,0,72
1483,0,56
1484,0,66
1485,0,63
1486,0,63
1487,0,62
1488,0,62
1489,0,59
1490,0,71
1491,0,69
1492,0,71
1493,0,59
1494,0,61
1495,0,57
1496,0,72
1497,0,64
1498,0,63
1499,0,58
1500,0,64
1501,0,60
1502,0,72
1503,0,56
1504,0,66
1505,0,63
1506,0,63
1507,0,64
1508,0,62
1509,0,62
1510,0,70
1511,0,58
1512,0,61
1513,0,57
1514,0,75
1515,0,64
1516,0,63
1517,0,59
1518,0,64
1519,0,60
1520,0,72
1521,0,56
1522,0,68
1523,0,64
1524,0,60
1525,0,64
1526,0,62
1527,0,61
1528,0,69
1529,0,58
1530,0,60
1531,0,58
1532,0,58
1533,0,65
1534,0,65
1535,0,62
1536,0,63
1537,0,58
1538,0,68
1539,0,63
1540,0,61
1541,0,69
1542,0,57
1543,0,62
1544,0,62
1545,0,58
1546,0,64
1547,0,61
1548,0,62
1549,0,58
1550,0,63
1551,0,61
1552,0,62
1553,0,68
1554,0,57
1555,0,66
1556,0,65
1557,0,60
1558,0,70
1559,0,58
1560,0,61
1561,0,57
1562,0,57
1563,0,75
1564,0,64
1565,0,63
1566,0,61
1567,0,59
1568,0,66
1569,0,64
1570,0,72
1571,0,56
1572,0,68
1573,0,65
1574,0,64
1575,0,60
1576,0,62
1577,0,57
1578,0,67
1579,0,57
1580,0,60
1581,0,57
1582,0,58
1583,0,66
1584,0,65
1585,0,62
1586,0,63
1587,0,66
1588,0,61
1589,0,59
1590,0,66
1591,0,62
1592,0,61
1593,0,70
1594,0,56
1595,0,62
1596,0,60
1597,0,59
1598,0,60
1599,0,61
1600,0,60
1601,0,65
1602,0,63
1603,0,53
1604,0,61
1605,0,57
1606,0,64
1607,0,61
1608,0,64
1609,0,68
1610,0,68
1611,0,72
1612,0,66
1613,0,59
1614,0,69
1615,0,69
1616,0,64
1617,0,60
1618,0,65
1619,0,60
1620,0,69
1621,0,69
1622,0,69
1623,0,71
1624,0,69
1625,0,65
1626,0,68
1627,0,65
1628,0,59
1629,0,66
1630,0,58
1631,0,69
1632,0,64
1633,0,59
1634,0,63
1635,0,66
1636,0,61
1637,0,67
1638,0,57
1639,0,60
1640,0,57
1641,0,58
1642,0,66
1643,0,65
1644,0,62
1645,0,63
1646,0,61
1647,0,59
1648,0,62
1649,0,61
1650,0,70
1651,0,56
1652,0,62
1653,0,60
1654,0,59
1655,0,60
1656,0,61
1657,0,60
1658,0,56
1659,0,65
1660,0,62
1661,0,58
1662,0,62
1663,0,64
1664,0,67
1665,0,57
1666,0,60
1667,0,57
1668,0,57
1669,0,66
1670,0,64
1671,0,62
1672,0,63
1673,0,66
1674,0,61
1675,0,59
1676,0,65
1677,0,62
1678,0,61
1679,0,69
1680,0,57
1681,0,61
1682,0,60
1683,0,59
1684,0,61
1685,0,59
1686,0,70
1687,0,64
1688,0,60
1689,0,65
1690,0,75
1691,0,68
1692,0,70
1693,0,71
1694,0,66
1695,0,68
1696,0,64
1697,0,58
1698,0,72
1699,0,54
1700,0,69
1701,0,65
1702,0,62
1703,0,63
1704,0,68
1705,0,62
1706,0,71
1707,0,59
1708,0,61
1709,0,72
1710,0,64
1711,0,63
1712,0,58
1713,0,64
1714,0,60
1715,0,72
1716,0,56
1717,0,66
1718,0,63
1719,0,63
1720,0,64
1721,0,62
1722,0,62
1723,0,58
1724,0,67
1725,0,57
1726,0,60
1727,0,52
1728,0,57
1729,0,57
1730,0,66
1731,0,64
1732,0,63
1733,0,61
1734,0,59
1735,0,65
1736,0,62
1737,0,61
1738,0,69
1739,0,57
1740,0,61
1741,0,64
1742,0,60
1743,0,59
1744,0,61
1745,0,59
1746,0,58
1747,0,67
1748,0,57
1749,0,60
1750,0,57
1751,0,57
1752,0,66
1753,0,64
1754,0,62
1755,0,63
1756,0,66
1757,0,61
1758,0,59
1759,0,65
1760,0,62
1761,0,61
1762,0,69
1763,0,57
1764,0,61
1765,0,60
1766,0,59
1767,0,61
1768,0,59
1769,0,60
1770,0,70
1771,0,58
1772,0,61
1773,0,57
1774,0,57
1775,0,75
1776,0,64
1777,0,64
1778,0,63
1779,0,68
1780,0,61
1781,0,59
1782,0,66
1783,0,64
1784,0,60
1785,0,72
1786,0,56
1787,0,68
1788,0,64
1789,0,60
1790,0,64
1791,0,62
1792,0,61
1793,0,67
1794,0,57
1795,0,60
1796,0,57
1797,0,66
1798,0,62
1799,0,63
1800,0,59
1801,0,62
1802,0,61
1803,0,69
1804,0,57
1805,0,61
1806,0,60
1807,0,59
1808,0,60
1809,0,61
1810,0,59
1811,0,67
1812,0,57
1813,0,60
1814,0,57
1815,0,57
1816,0,66
1817,0,64
1818,0,62
1819,0,63
1820,0,61
1821,0,59
1822,0,65
1823,0,62
1824,0,61
1825,0,69
1826,0,57
1827,0,61
1828,0,60
1829,0,59
1830,0,60
1831,0,61
1832,0,59
1833,0,56
1834,0,62
1835,0,66
1836,0,52
1837,0,54
1838,0,65
1839,0,68
1840,0,62
1841,0,60
1842,0,55
1843,0,66
1844,0,60
1845,0,71
1846,0,69
1847,0,70
1848,0,74
1849,0,63
1850,0,62
1851,0,66
1852,0,65
1853,0,59
1854,0,66
1855,0,58
1856,0,70
1857,0,63
1858,0,67
1859,0,60
1860,0,65
1861,0,68
1862,0,62
1863,0,60
1864,0,66
1865,0,60
1866,0,71
1867,0,69
1868,0,74
1869,0,63
1870,0,62
1871,0,66
1872,0,65
1873,0,59
1874,0,66
1875,0,58
1876,0,71
1877,0,63
1878,0,57
1879,0,67
1880,0,60
1881,0,69
1882,0,58
1883,0,60
1884,0,58
1885,0,65
1886,0,65
1887,0,62
1888,0,63
1889,0,66
1890,0,58
1891,0,68
1892,0,63
1893,0,61
1894,0,69
1895,0,57
1896,0,62
1897,0,62
1898,0,58
1899,0,64
1900,0,61
1901,0,62
1902,0,65
1903,0,53
1904,0,61
1905,0,57
1906,0,68
1907,0,68
1908,0,64
1909,0,68
1910,0,63
1911,0,59
1912,0,66
1913,0,62
1914,0,71
1915,0,70
1916,0,70
1917,0,74
1918,0,63
1919,0,62
1920,0,67
1921,0,65
1922,0,59
1923,0,68
1924,0,55
1925,0,71
1926,0,70
1927,0,62
1928,0,58
1929,0,67
1930,0,61
1931,0,54
1932,0,69
1933,0,58
1934,0,60
1935,0,58
1936,0,58
1937,0,65
1938,0,65
1939,0,63
1940,0,66
1941,0,58
1942,0,68
1943,0,63
1944,0,69
1945,0,62
1946,0,62
1947,0,58
1948,0,61
1949,0,62
1950,0,62
1951,0,71
1952,0,65
1953,0,60
1954,0,60
1955,0,60
1956,0,73
1957,0,67
1958,0,69
1959,0,71
1960,0,65
1961,0,67
1962,0,65
1963,0,68
1964,0,65
1965,0,59
1966,0,73
1967,0,55
1968,0,65
1969,0,64
1970,0,65
1971,0,66
1972,0,61
1973,0,53
1974,0,62
1975,0,68
1976,0,58
1977,0,67
1978,0,58
1979,0,67
1980,0,57
1981,0,60
1982,0,57
1983,0,66
1984,0,64
1985,0,62
1986,0,63
1987,0,61
1988,0,59
1989,0,65
1990,0,62
1991,0,61
1992,0,69
1993,0,57
1994,0,61
1995,0,60
1996,0,59
1997,0,60
1998,0,61
1999,0,59
2000,0,64
2001,0,69
2002,0,64
2003,0,60
2004,0,65
2005,0,60
2006,0,69
2007,0,69
2008,0,71
2009,0,69
2010,0,65
2011,0,65
2012,0,59
2013,0,66
2014,0,58
2015,0,69
2016,0,64
2017,0,59
2018,0,66
2019,0,61
2020,0,69
2021,0,61
2022,0,60
2023,0,65
2024,0,61
2025,0,68
2026,0,69
2027,0,68
2028,0,68
2029,0,67
2030,0,63
2031,0,67
2032,0,65
2033,0,58
2034,0,66
2035,0,61
2036,0,69
2037,0,62
2038,0,59
2039,0,65
2040,0,65
2041,0,63
2042,0,57
2043,0,65
2044,0,57
2045,0,64
2046,0,60
2047,0,62
2048,0,58
2049,0,65
2050,0,65
2051,0,65
2052,0,68
2053,0,55
2054,0,66
2055,0,60
2056,0,69
2057,0,63
2058,0,67
2059,0,66
2060,0,71
2061,0,57
2062,0,57
2063,0,67
2064,0,57
2065,0,60
2066,0,57
2067,0,58
2068,0,61
2069,0,65
2070,0,63
2071,0,66
2072,0,61
2073,0,59
2074,0,66
2075,0,62
2076,0,61
2077,0,70
2078,0,56
2079,0,62
2080,0,60
2081,0,59
2082,0,60
2083,0,61
2084,0,70
2085,0,62
2086,0,60
2087,0,61
2088,0,60
2089,0,73
2090,0,67
2091,0,68
2092,0,68
2093,0,66
2094,0,65
2095,0,63
2096,0,68
2097,0,65
2098,0,58
2099,0,73
2100,0,57
2101,0,66
2102,0,68
2103,0,64
2104,0,63
2105,0,65
2106,0,63
2107,0,70
2108,0,58
2109,0,61
2110,0,57
2111,0,57
2112,0,75
2113,0,64
2114,0,64
2115,0,63
2116,0,68
2117,0,61
2118,0,59
2119,0,66
2120,0,64
2121,0,60
2122,0,72
2123,0,56
2124,0,68
2125,0,64
2126,0,60
2127,0,64
2128,0,62
2129,0,61
2130,0,65
2131,0,68
2132,0,62
2133,0,60
2134,0,66
2135,0,60
2136,0,71
2137,0,69
2138,0,70
2139,0,74
